Dis No,Country,Region,Continent,Location,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs,Insured Damages,Total Damages
2015-0244-JPN,Japan,Eastern Asia,Asia,Okinawa province,1.0,27.0,,,27.0,,,
2015-0456-JPN,Japan,Eastern Asia,Asia,"Ibaraki, Totigi, Miyagi provinces",8.0,46.0,60000.0,,60046.0,,250000.0,
2015-0093-KIR,Kiribati,Micronesia,Oceania,"Tarawa, Arorae, Tamana, Onotoa areas (Kiribati province)",,,1500.0,,1500.0,,,
2015-0470-MEX,Mexico,Central America,Americas,"Manzanillo district (Colima province), Coahuila, Nuevo leon, Tamaulipas provinces",14.0,,15000.0,,15000.0,,343000.0,823000.0
2015-0030-MWI,Malawi,Eastern Africa,Africa,"Central Region, Northern Region, Southern Region provinces",5.0,,,350.0,350.0,,,
2015-0035-OMN,Oman,Western Asia,Asia,Muscat province,,,6000.0,,6000.0,,26000.0,221000.0
2015-9575-GMB,Gambia (the),Western Africa,Africa,"NO DATA: all country selected: Central River, North Bank (mainly?), Kanifing Municipal Council, Lower River, Upper River, West Coast provinces",,,63100.0,,63100.0,,,
2015-9444-MWI,Malawi,Eastern Africa,Africa,23-25 districts affected (almost all the country): All provinces have been selected,,,6700000.0,,6700000.0,,,
2015-9505-NAM,Namibia,Southern Africa,Africa,"Erongo, Hardap, Karas, Kunene provinces (South and Western part of the country)",,,580000.0,,580000.0,,,60000.0
2015-9166-NER,Niger (the),Western Africa,Africa,"NO DATA: all provinces have been selected: Maradi, Niamey, Tahoua, Tillaberi, Zinder provinces",,,2588128.0,,2588128.0,,,
2015-9545-ETH,Ethiopia,Eastern Africa,Africa,"Somali, Afar, Oromia, Amhara, Nations du Sud provinces",,,10200000.0,,10200000.0,,,1400000.0
2015-0334-CHN,China,Eastern Asia,Asia,"Gansu Sheng, Hebei Sheng, Henan Sheng, Nei Mongol Zizhiqu, Hubei Sheng, Shaanxi Sheng provinces",6.0,,110000.0,,110000.0,,,85000.0
2015-0127-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Hormozgan, Kerman, Sistan-o baluchestan provinces",3.0,,2700.0,,2700.0,,,60000.0
2015-0383-BOL,Bolivia (Plurinational State of),South America,Americas,"Cobija city (Nicolas Suarez district, Pando province)",,,4000.0,,4000.0,,,
2015-0156-BRA,Brazil,South America,Americas,Xanxere (Santa Catarina),2.0,97.0,10940.0,,11037.0,,,2000.0
2015-0489-BRA,Brazil,South America,Americas,"Santa Catarina, Rio Grande do Sul provinces",3.0,,5370.0,,5370.0,,,2000.0
2015-0551-BRA,Brazil,South America,Americas,Rio Grande do Sul province,,,9000.0,,9000.0,,,
2015-0157-BRA,Brazil,South America,Americas,"Salvador city (Salvador district, Bahia state)",15.0,,,,,,,
2015-0208-BRA,Brazil,South America,Americas,Amazonas state; Boca do Acre (Punus region),5.0,,1000.0,,1000.0,,,
2015-9307-BWA,Botswana,Southern Africa,Africa,All country,,,,,,,,44000.0
2015-0275-CAN,Canada,Northern America,Americas,"Saskatchewan, Alberta, British Columbia provinces",,,13000.0,36.0,13036.0,,,
2015-0142-CHL,Chile,South America,Americas,"Ensenada town (Llanquihue district, Los Lagos province)",,,4000.0,,4000.0,,,600000.0
2015-0143-CHL,Chile,South America,Americas,"Vallarica, Pucon, Cararrehue municipalities, Temuco town (Cautin district, Araucania province), Conaripe municipality (Valdivia district, Los Rios province)",,,3600.0,,3600.0,,,
2015-0092-CHL,Chile,South America,Americas,Valparaiso province,1.0,32.0,,,32.0,,,
2015-0204-CHL,Chile,South America,Americas,"Aisen, Araucania, Los Rios, Los Lagos provinces",,16.0,100.0,,116.0,,,
2015-0534-CHN,China,Eastern Asia,Asia,"Nei Mongol Zizhiqu, Beijing Shi, Tianjin Shi provinces",4.0,,3000.0,,3000.0,,,
2015-0160-CHN,China,Eastern Asia,Asia,Sichuan Sheng province,7.0,37.0,,2500.0,2537.0,,,20000.0
2015-0491-CHN,China,Eastern Asia,Asia,Yunnan Sheng province,14.0,,14700.0,900.0,15600.0,,,43000.0
2015-0078-CHN,China,Eastern Asia,Asia,"Shawan area (Tacheng district, Xinjiang Uygur Zizhiqu province)",,,8640.0,,8640.0,,,14650.0
2015-0125-CHN,China,Eastern Asia,Asia,"Zhenkang Xian, Cangyuan Wa Zizhixian, Gengma Dai-Wa Zizhixian areas (Lincang district, Yunnan Sheng province)",,32.0,,2000.0,2032.0,,,15000.0
2015-0144-CHN,China,Eastern Asia,Asia,Shigatse district (Xizang Zizhiqu province),29.0,383.0,200000.0,7500.0,207883.0,,,
2015-0175-CHN,China,Eastern Asia,Asia,Shigatse district (Xizang Zizhiqu province),1.0,,,,,,,
2015-0271-CHN,China,Eastern Asia,Asia,"Xilkiqi village (Pishan area, Khotan district, Xinjiang Uygur Zizhiqu province)",3.0,263.0,,9000.0,9263.0,,,3200.0
2015-0247-CHN,China,Eastern Asia,Asia,"Guizhou Sheng, Hunan Sheng, Jinagxi Sheng, Fujian Sheng, Guangdong Sheng, Hubei Sheng, Chongqing Shi provinces",9.0,,60000.0,,60000.0,,,625000.0
2015-0255-CHN,China,Eastern Asia,Asia,"Anhui Sheng, Jiangsu Sheng, Sichuan Sheng provinces",35.0,,128700.0,16200.0,144900.0,,,645000.0
2015-0533-CHN,China,Eastern Asia,Asia,Hunan Sheng province,38.0,,639000.0,,639000.0,,,130000.0
2015-0510-CHN,China,Eastern Asia,Asia,"Lindong village (Lishui district, Zhejiang Sheng province)",38.0,,300.0,,300.0,,,
2015-0244-CHN,China,Eastern Asia,Asia,Zhejiang Sheng province,,,10800.0,3000.0,13800.0,,,940000.0
2015-0278-CHN,China,Eastern Asia,Asia,Guangdong Sheng province,,,56000.0,,56000.0,,,213000.0
2015-0458-CHN,China,Eastern Asia,Asia,"Fujian Sheng, Zhejiang Sheng provinces",,,,,,,79000.0,661000.0
2015-0490-CHN,China,Eastern Asia,Asia,"Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Hainan Sheng provinces",20.0,,52500.0,25800.0,78300.0,,,4200000.0
2015-9328-CHN,China,Eastern Asia,Asia,"Hebei Sheng, Shanxi Sheng, Nei Mongol Zizhiqu, Liaoning Sheng, Jilin Sheng, Heilongjiang Sheng, Shandong Sheng, Yunnan Sheng, Shaanxi, Ningxia Huizu Zizhiqu provinces",,,,,,,444000.0,2464000.0
2015-0240-CHN,China,Eastern Asia,Asia,"Jiangsu Sheng, Anhui Sheng, Hubei Sheng, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Zhejiang Sheng, Jiangxi Sheng, Hunan Sheng provinces",15.0,,,2400.0,2400.0,,,200000.0
2015-0303-CHN,China,Eastern Asia,Asia,"Anhui Sheng, Fujian Sheng, Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Hainan Sheng provinces",28.0,,105300.0,23310.0,128610.0,,,1200000.0
2015-0395-CHN,China,Eastern Asia,Asia,"Chongqing Shi, Gansu Sheng, Guizhou Sheng, Hebei Sheng, Henan Sheng, Hubei Sheng, Nei Mongol Zizhiqu, Jiangsu Sheng, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Sichuan Sheng, Yunnan Sheng provinces",19.0,,45000.0,,45000.0,,,418000.0
2015-0219-CHN,China,Eastern Asia,Asia,"Anhui Sheng, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Haina Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Shanghai Shi, Yunnan Sheng, Zhejiang Sheng provinces",20.0,,60000.0,,60000.0,,,254000.0
2015-0220-CHN,China,Eastern Asia,Asia,"Guizhou Sheng, Chongqing Shi, Jiangsu Sheng, Fujian Sheng provinces",17.0,,60000.0,,60000.0,,,500000.0
2015-0509-CMR,Cameroon,Middle Africa,Africa,Mokolo district (Mayo-Tsanaga Division),,858.0,,,858.0,,,
2015-0287-CMR,Cameroon,Middle Africa,Africa,"Douala V area (Douala city, Wouril district, Littoral province)",4.0,,30000.0,,30000.0,,,
2015-0325-COL,Colombia,South America,Americas,"San Miguel, Puerto Asis, V/Guamuez",,,8105.0,,8105.0,,,
2015-0473-CPV,Cabo Verde,Western Africa,Africa,"Boa Vista, Brava, Cima, Fogo, Ilheu Branco, Ilheu Raso, Maio, Rombo, Sal, Santa Luzia, Santiago, Santo Antao, Sao Nicolau, Sao Vicente provinces",9.0,,,,,,,1100.0
2015-0104-CRI,Costa Rica,Central America,Americas,Turrialba district (Cartago province),,,18450.0,,18450.0,,,
2015-9372-CUB,Cuba,Caribbean,Americas,"Camaguey, Ciego De Avila, Cienfuegos, Ciudad De La Habana, Granma, Guantanamo, Holguin, Isla De La Juventud, La Habana, Las Tunas, Matanzas, Pinar Del Rio, Sancti Spiritus, Santiago De Cuba, Villa Clara provinces",,,100000.0,,100000.0,,,
2015-0060-DOM,Dominican Republic (the),Caribbean,Americas,"Espaillat, Puerto Plata, Duarte, Salcedo, Sanchez Ramirez, Maria Trinidad Sanches provinces",2.0,,20850.0,100.0,20950.0,,,
2015-0446-DOM,Dominican Republic (the),Caribbean,Americas,Santiago district (Santiago province),,,,250.0,250.0,,,
2015-0375-DOM,Dominican Republic (the),Caribbean,Americas,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",,,33.0,2100.0,2133.0,,,
2015-0437-DZA,Algeria,Northern Africa,Africa,"Adherdhi, Amsel villages (Tamanrasset district, Tamanrasset province)",12.0,,,,,,,
2015-0482-DZA,Algeria,Northern Africa,Africa,Tindouf province,,,35000.0,,35000.0,,,
2015-0361-ECU,Ecuador,South America,Americas,"Cotopaxi, Napo, Pichincha provinces",,,800000.0,,800000.0,,,
2015-0550-ECU,Ecuador,South America,Americas,"Cotaló, Chacauco, Pillate, Chontapamba, Chonglontus, Cúsua, Juive, Bilbao, Pelileo, Quero, Mocha, Cevallos , Ambato; Tungurahua, Chimborazo provinces",,,130042.0,,130042.0,,,
2015-0342-EGY,Egypt,Northern Africa,Africa,"Cairo, Qena provinces ; Marsa Matruh district (Matrouh province)",110.0,66.0,,,66.0,,,
2015-0447-ESP,Spain,Southern Europe,Europe,"Valencia/València, Alicante districts (Comunitat Valenciana province), Murcia district (Región de Murcia province), Almería, Granada districts (Andalucía province)",4.0,,150.0,,150.0,,,2000.0
2015-0532-ESP,Spain,Southern Europe,Europe,"Agramunt municipality (Lleida district, Cataluña/Catalunya province)",4.0,,,,,,,
2015-0548-ETH,Ethiopia,Eastern Africa,Africa,Shabelle district (Somali province),,,210600.0,,210600.0,,,
2015-9483-FJI,Fiji,Melanesia,Oceania,NO DATA: all country selected,,,67000.0,,67000.0,,,
2015-0451-FRA,France,Western Europe,Europe,"Cote d'Azur region (Alpes-maritimes, Var districts, Provence-Alpes-Cote-d'Azur province)",20.0,,,,,,652000.0,924000.0
2015-0434-FRA,France,Western Europe,Europe,"Aube, Ardennes districts (Champagne-Ardenne province), Ain district (Rhone-Alpes province)",3.0,,750.0,,750.0,,,
2015-0410-FRA,France,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",3275.0,,,,,,,
2015-0105-FSM,Micronesia (Federated States of),Micronesia,Oceania,"Chuuk, Ulithi Atoll, Yap areas (Micronesia province)",5.0,,35000.0,,35000.0,,,11000.0
2015-0561-GBR,United Kingdom of Great Britain and Northern Ireland (the),Northern Europe,Europe,"York city (North Yorkshire district, England province) ; Lancashire, Greater Manchester districts (England province), Humberside, North Yorkshire, South Yorkshire, West Yorkshire district (Yorkshire, England province)",,,48000.0,,48000.0,,1000000.0,1200000.0
2015-0580-GHA,Ghana,Western Africa,Africa,,85.0,465.0,,,465.0,,,
2015-0217-GHA,Ghana,Western Africa,Africa,"Accra Metropolis, Ledzokuku / Krowor, La Nkwantanang Madina, La Dade Kotopon, Shai Osu Doku, Kpone Katamanso, Ningo Prampram, Ada West, Ada East districts (Greater Accra province)",25.0,,,5000.0,5000.0,,,12000.0
2015-0428-GIN,Guinea,Western Africa,Africa,"Kolon Kola area (Boffa district, Boke province)",7.0,12.0,480.0,,492.0,,,
2015-0480-GIN,Guinea,Western Africa,Africa,"Coyah, Macenta districts (Nzerekore province), Siguiri district (Kankan province), Telemele, Forecariah, Beyla districts (Kindia province), Conakry province",9.0,29.0,29599.0,,29628.0,,,
2015-0038-GRC,Greece,Southern Europe,Europe,"Nafpaktos city (Aitolias Kai Akarnanias district, Dytiki Ellada province), Ioannina airport (Ioanninon district, Ipeiros province), Artis district (Ipeiros province), Evrytanias district (Sterea Ellada province), Thessalia, Anatoliki Makedonia Kai Thraki, Dytiki Makedonia provinces",,,,,,,,
2015-0384-GRC,Greece,Southern Europe,Europe,Evrou district (Anatoliki Makedonia Kai Thraki province),3.0,,500.0,,500.0,,,
2015-0446-GTM,Guatemala,Central America,Americas,"El Progreso, Petén, Quiché, San Marcos provinces",2.0,,56845.0,,56845.0,,,
2015-0444-GTM,Guatemala,Central America,Americas,"El Cambray III village (Santa Catarina Pinula district, Guatemala province)",350.0,26.0,1086.0,,1112.0,,,5000.0
2015-0355-GTM,Guatemala,Central America,Americas,"Santa Rosa, Quetzaltenango, Zacapa, San Marcos, Retalhuleu, Jutiapa",,15211.0,,,15211.0,,,
2015-0353-GTM,Guatemala,Central America,Americas,"Livingston, El Estor (Izabel department)",6.0,,8291.0,,8291.0,,,
2015-0313-GUY,Guyana,South America,Americas,"Barima Waini (region N°1), Demerara Mahaica (region N°4), Essequibo Islands/west Demerara (region N°3), Mahaica Berbice (region N°5), Pomeroon/supenaam (region N°2) provinces",,,199000.0,,199000.0,,,
2015-0465-HRV,Croatia,Southern Europe,Europe,"Karlovac, Sisak-moslavina provinces",,,1200.0,,1200.0,,,
2015-0116-HTI,Haiti,Caribbean,Americas,"Cite Soleil, Tabarre, Delmas boroughs (Port-Au-Prince district, Ouest province), Grande Anse province",6.0,,45000.0,,45000.0,,,
2015-0366-HTI,Haiti,Caribbean,Americas,,170.0,,20000.0,,20000.0,,,
2015-0415-IDN,Indonesia,South-Eastern Asia,Asia,Sorong district (Papua Barat province),,62.0,12185.0,,12247.0,,,
2015-0036-IDN,Indonesia,South-Eastern Asia,Asia,Pesisir Selatan district (Sumatera Barat province),1.0,,8244.0,15.0,8259.0,,,
2015-0056-IDN,Indonesia,South-Eastern Asia,Asia,Gorontalo province,,,300.0,,300.0,,,
2015-0076-IDN,Indonesia,South-Eastern Asia,Asia,"Dki Jakarta, Jawa Barat, Jawa Timur, Jawa Tengah, Bali, Nusatenggara Barat provinces",2.0,,25000.0,,25000.0,,,
2015-0077-IDN,Indonesia,South-Eastern Asia,Asia,"Dki Jakarta, Jawa Barat, Jawa Timur, Jawa Tengah, Bali, Nusatenggara Barat provinces",6.0,,,,,,,235000.0
2015-0181-IDN,Indonesia,South-Eastern Asia,Asia,"Banten, Daerah Istimewa Yogyakarta, Jawa Barat, Jawa Tengah, Jawa Timur provinces",13.0,,,,,,,
2015-0524-IDN,Indonesia,South-Eastern Asia,Asia,"Lebong Tandai (Bengkulu Utara district, Bengkulu province)",20.0,,,105.0,105.0,,,
2015-0112-IDN,Indonesia,South-Eastern Asia,Asia,"Cimerak hamlet (Tegalpanjang village, Sukabumi district, Jawa Barat province)",12.0,,,55.0,55.0,,,
2015-0429-IDN,Indonesia,South-Eastern Asia,Asia,"Jambi, Riau, Sumatera Selatan, Kalimantan Timur, Kalimantan Tengah, Kalimantan Selatan, Kalimantan Barat provinces",19.0,,409664.0,,409664.0,,,1000000.0
2015-0412-IDN,Indonesia,South-Eastern Asia,Asia,Aceh Jaya District (Nanggroe Aceh Darussalam Province),,,25750.0,,25750.0,,,
2015-0118-IND,India,Southern Asia,Asia,Tripura province,1.0,,10000.0,,10000.0,,,3000.0
2015-0450-IND,India,Southern Asia,Asia,"Deogarh, Nabarangpur, Malkangiri districts (Orissa province), Andhra Pradesh province",32.0,,,,,,,
2015-0600-IND,India,Southern Asia,Asia,Andhra Pradesh province,23.0,,,,,,,
2015-0604-IND,India,Southern Asia,Asia,Maharashtra province,29.0,,,,,,,
2015-0144-IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces",78.0,560.0,,,560.0,,,
2015-0175-IND,India,Southern Asia,Asia,Bihar province,20.0,,,,,,,
2015-0476-IND,India,Southern Asia,Asia,"Administrative unit not available districts (Jammu and Kashmir province), Delhi, Punjab provinces",,10.0,,,10.0,,,
2015-0207-IND,India,Southern Asia,Asia,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",8.0,,200.0,,200.0,,,
2015-0249-IND,India,Southern Asia,Asia,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",81.0,,9000.0,,9000.0,,,604000.0
2015-0226-IND,India,Southern Asia,Asia,"Barpeta, Sonitpur, Goalpara, Dhemaji, Lakhimpur, Tinsukia, Darrang, Nalbari, Jorhat, Kamrup, Dibrugarh, Nagaon, Bongaigaon districts (Assam province)",3.0,,9000.0,,9000.0,,,
2015-0189-IND,India,Southern Asia,Asia,"Delhi, Andhra Pradesh, Orissa provinces",2248.0,,,,,,,
2015-9618-IND,India,Southern Asia,Asia,"Tamil Nadu, Rajasthan, Jharkhand, Assam, Andhra Pradesh, Himachal Pradesh, Nagaland; Maharashtra, Bihar, Madhya Pradesh, Chhattisgarh, Telangana, Jharkand, Odisha states",,,330000000.0,,330000000.0,,400000.0,3000000.0
2015-0374-IND,India,Southern Asia,Asia,Assam province,5.0,,18000.0,,18000.0,,,
2015-0406-IND,India,Southern Asia,Asia,"Dhemaji, Kokrajhar, Bongaigaon, Sonitpur, Barpeta, Goalpara, Marigaon, Cachar, Lakhimpur, Jorhat, Tinsukia, Darrang, Nalbari, Kamrup, Dibrugarh, Sibsagar districts (Assam province)",18.0,,736000.0,51000.0,787000.0,,,
2015-0504-IND,India,Southern Asia,Asia,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",325.0,1000.0,1800000.0,,1801000.0,,755000.0,2200000.0
2015-0088-IRN,Iran (Islamic Republic of),Southern Asia,Asia,Bandar-e Abbas district (Hormozgan province),3.0,,,2000.0,2000.0,,,60000.0
2015-0258-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Tehran, Mazandaran, Ghazvin, Khorasan, Kordestan, Kerman, Semnan, Zanjan, West Azarbayejan provinces",23.0,30.0,4000.0,,4030.0,,,
2015-0499-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Tudan district (Hormozgan province), Fars, Kerman provinces",9.0,,17700.0,,17700.0,,,516000.0
2015-0438-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Pakdasht district (Tehran province), Hormozgan province",14.0,,,,,,,
2015-0485-IRQ,Iraq,Western Asia,Asia,"Baghdad, Wassit provinces",58.0,,65000.0,,65000.0,,,
2015-0481-IRQ,Iraq,Western Asia,Asia,"Najaf, Diwaniya, Baghdad, Babylon, Baghdad, Basrah, Diwaniya, Erbil, Kerbala, Missan, Muthana, Najaf, Salah al-Din, Sulaymaniyah, Thigar and Wassit",,2217.0,,,2217.0,,,
2015-0427-ISR,Israel,Western Asia,Asia,"Central District, Haifa, Jerusalem, Northern, Southern District, Tel Aviv provinces",,200.0,,,200.0,,,
2015-0532-ITA,Italy,Southern Europe,Europe,"Reggio Calabria, Catanzaro districts (Calabria province); Messina, Catania districts (Sicilia province)",2.0,,,,,,,
2015-0598-ITA,Italy,Southern Europe,Europe,"Corigiano Calabro, Rossano Calabro (Cosenza province, Calabria)",,,500.0,,500.0,,,111000.0
2015-0176-JPN,Japan,Eastern Asia,Asia,"Amagityoo, Isentyoo, Kasarityoo, Nazesi, Setootityoo, Sumiyooson, Tatugootyoo, Tokunosimatyoo, Ukenson, Yamatoson districts (Kagosima province), Okinawa province",,6.0,39.0,,45.0,,,23200.0
2015-0371-JPN,Japan,Eastern Asia,Asia,Kumamoto province,,70.0,,,70.0,,,
2015-0458-JPN,Japan,Eastern Asia,Asia,Okinawa province,,,,,,,,
2015-0575-JPN,Japan,Eastern Asia,Asia,"Oosaka province, Tokyo, Saitama",32.0,11187.0,,,11187.0,,,
2015-0610-JPN,Japan,Eastern Asia,Asia,Entire country,2.0,480.0,,,480.0,,,
2015-0611-JPN,Japan,Eastern Asia,Asia,"Funabashi (Chiba Prefecture), Isesaki City, Tatebayashi (Gunma Prefecture), Tokyo, Iwate, Yagamata",5.0,3200.0,,,3200.0,,,
2015-0154-KAZ,Kazakhstan,Central Asia,Asia,"Temirtaou city (Bukhar-Zhyrau district, Karagandinskaya province), Karkaraly, Shet, Abay district (Karagandinskaya province), Akmolinskaya, Pavlodarskaya provinces",2.0,,12670.0,,12670.0,,,5300.0
2015-0158-KEN,Kenya,Eastern Africa,Africa,Homa Bay district (Nyanza province),13.0,,1500.0,,1500.0,,,
2015-0159-KEN,Kenya,Eastern Africa,Africa,"Narok district (Rift Valley province), Kisumu, Central Kisii, Homa Bay districts (Nyanza province), Nairobi district (Nairobi province)",13.0,,3000.0,,3000.0,,,
2015-0564-KEN,Kenya,Eastern Africa,Africa,"Mt Elgon, Busia, Bungoma districts (Western province), Kirinyaga district (Central province), Kisumu district (Nyanza province), Tana River district (Coast province), Marsabit, Isiolo, Machakos districts (Eastern province), Mandera, Wajir districts (North Eastern province), Narok, Nandi North, Nandi South, Trans Nzoia districts (Rift Valley province)",112.0,73.0,240726.0,,240799.0,,,
